noname,Милославское,ж/д станция, ж/д станция Милославское,53.574502,39.440547
noname,Тереховицы,ж/д станция, ж/д станция Тереховицы,56.314936,40.93095
noname,Новки 2,ж/д станция, ж/д станция Новки 2,56.3615314,41.0836902
noname,Улыбышево,ж/д станция, ж/д станция Улыбышево,56.0267216,40.3866689
noname,Головино,ж/д станция, ж/д станция Головино,53.42778,102.673867
noname,Гусь-Хрустальный,ж/д станция, ж/д станция Гусь-Хрустальный,55.618668,40.6506472
noname,Золотковский,ж/д станция, ж/д станция Золотковский,55.5072165,41.0720549
noname,Алферово,ж/д станция, ж/д станция Алферово,,
noname,Восход,ж/д станция, ж/д станция Восход,,
noname,Волосатая,ж/д станция, ж/д станция Волосатая,,
noname,Передел,ж/д станция, ж/д станция Передел,,
noname,Лебедево,ж/д станция, ж/д станция Лебедево,,
noname,Тюрмеровская,ж/д станция, ж/д станция Тюрмеровская,,
noname,Юромка,ж/д станция, ж/д станция Юромка,,
noname,Большаково,ж/д станция, ж/д станция Большаково,54.880924,21.651375
noname,Комиссаровка,ж/д станция, ж/д станция Комиссаровка,,
noname,Ферзиково,ж/д станция, ж/д станция Ферзиково,54.5178626,36.7649464
noname,Олсуфьево,ж/д станция, ж/д станция Олсуфьево,53.602478,33.67316
noname,Тросна,ж/д станция, ж/д станция Тросна,,
noname,Жуковка,ж/д станция, ж/д станция Жуковка,53.53115,33.7246601
noname,Ржаница,ж/д станция, ж/д станция Ржаница,53.4318301,33.9124855
noname,Вязьма-Брянская,ж/д станция, ж/д станция Вязьма-Брянская,55.197631,34.3169978
noname,Новодугинская,ж/д станция, ж/д станция Новодугинская,55.6319244,34.295438
noname,Волово,ж/д станция, ж/д станция Волово,,
noname,Шорыгино,ж/д станция, ж/д станция Шорыгино,,
noname,Вичуга,ж/д станция, ж/д станция Вичуга,57.221416,41.9248236
noname,Горкино,ж/д станция, ж/д станция Горкино,57.15268,41.60822
noname,Каминский,ж/д станция, ж/д станция Каминский,,
noname,Мещёрская,ж/д станция, ж/д станция Мещёрская,55.3476711,34.4517357
noname,Льняная,ж/д станция, ж/д станция Льняная,,
noname,Пожитово,ж/д станция, ж/д станция Пожитово,56.825989,34.953861
noname,Станция Старица,ж/д станция, ж/д станция Станция Старица,56.5323,34.77065
noname,Есиповская,ж/д станция, ж/д станция Есиповская,60.1367346,40.1769884
noname,Зарубино,ж/д станция, ж/д станция Зарубино,42.647737,131.0770297
noname,Караси,ж/д станция, ж/д станция Караси,,
noname,Политово,ж/д станция, ж/д станция Политово,53.3432492,38.9621724
noname,Малая Андреевка,ж/д станция, ж/д станция Малая Андреевка,53.2800907,38.0944659
noname,Непрядва,ж/д станция, ж/д станция Непрядва,53.6484941,38.1555512
noname,Лобаново,ж/д станция, ж/д станция Лобаново,,
noname,Мышца,ж/д станция, ж/д станция Мышца,,
noname,Полунино,ж/д станция, ж/д станция Полунино,56.311805,34.3422483
noname,Ранцево,ж/д станция, ж/д станция Ранцево,56.9311,34.0399999
noname,Коршуновка,ж/д станция, ж/д станция Коршуновка,,
noname,Моршанск,ж/д станция, ж/д станция Моршанск,53.4418595,41.7659349
noname,Венев,ж/д станция, ж/д станция Венев,54.3487587,38.2439399
noname,Снежетьская,ж/д станция, ж/д станция Снежетьская,53.213644,34.511876
noname,Мылинка,ж/д станция, ж/д станция Мылинка,53.1770254,34.8330115
noname,Анилиновая,ж/д станция, ж/д станция Анилиновая,,
noname,Перегрузочная,ж/д станция, ж/д станция Перегрузочная,,
noname,Касимов,ж/д станция, ж/д станция Касимов,54.895916,41.323711
noname,Шварц (329 км),ж/д станция, ж/д станция Шварц (329 км),,
noname,Аэропорт,ж/д станция, ж/д станция Аэропорт,,
noname,Теплое,ж/д станция, ж/д станция Теплое,,
noname,Москва-Пассажирская-Павелецкая,ж/д станция, ж/д станция Москва-Пассажирская-Павелецкая,55.7297144,37.6393834
noname,Самозвановка,ж/д станция, ж/д станция Самозвановка,53.620883,37.202882
noname,Ногинск,ж/д станция, ж/д станция Ногинск,55.85093,38.4433917
noname,Волгореченск,ж/д станция, ж/д станция Волгореченск,57.4456872,41.1570607
noname,Исаково,ж/д станция, ж/д станция Исаково,,
noname,Некрасово,ж/д станция, ж/д станция Некрасово,,
noname,Обидимо,ж/д станция, ж/д станция Обидимо,54.287475,37.468185
noname,Стенькино II,ж/д станция, ж/д станция Стенькино II,54.546462,39.747298
noname,Варские,ж/д станция, ж/д станция Варские,54.633329,39.71307
noname,Голдино,ж/д станция, ж/д станция Голдино,54.100632,39.076595
noname,Плеханово,ж/д станция, ж/д станция Плеханово,54.235707,37.557299
noname,Поварово III,ж/д станция, ж/д станция Поварово III,56.046528,37.0562711
noname,Белый Раст,ж/д станция, ж/д станция Белый Раст,56.125953,37.460278
noname,Поварово II,ж/д станция, ж/д станция Поварово II,56.0743339,37.11286
noname,Зубцов,ж/д станция, ж/д станция Зубцов,56.162536,34.55937
noname,Княжьи Горы,ж/д станция, ж/д станция Княжьи Горы,56.07493,35.23602
noname,Аристово,ж/д станция, ж/д станция Аристово,56.192543,34.460378
noname,Мончалово,ж/д станция, ж/д станция Мончалово,56.224076,34.113769
noname,Чертолино,ж/д станция, ж/д станция Чертолино,56.203152,33.899653
noname,Обовражье,ж/д станция, ж/д станция Обовражье,56.108007,35.0684021
noname,Ильмановка,ж/д станция, ж/д станция Ильмановка,56.220726,33.287313
noname,Курково (разъезд),ж/д станция, ж/д станция Курково (разъезд),,
noname,Гаврилов-Ям,ж/д станция, ж/д станция Гаврилов-Ям,57.3058821,39.8552097
noname,Митягино,ж/д станция, ж/д станция Митягино,53.2077471,39.7265306
noname,Электрогорск,ж/д станция, ж/д станция Электрогорск,55.882797,38.7868801
noname,Кензино,ж/д станция, ж/д станция Кензино,53.744627,40.42784
noname,Рязань I,ж/д станция, ж/д станция Рязань I,54.633329,39.71307
noname,Волоста-Пятница,ж/д станция, ж/д станция Волоста-Пятница,54.9884325,34.3426834
noname,Струково,ж/д станция, ж/д станция Струково,,
noname,Узловая III,ж/д станция, ж/д станция Узловая III,53.9756922,38.1747813
noname,Гурьевка,ж/д станция, ж/д станция Гурьевка,47.1241536,31.8698443
noname,Арсаки,ж/д станция, ж/д станция Арсаки,56.383583,38.45799
noname,Царицыно,ж/д станция, ж/д станция Царицыно,55.6181124,37.6681588
noname,Львовская,ж/д станция, ж/д станция Львовская,55.312044,37.5152061
noname,Чехов,ж/д станция, ж/д станция Чехов,55.1486828,37.4895674
noname,Щербинка,ж/д станция, ж/д станция Щербинка,55.5102539,37.5619053
